,timestamp,adjusted_close
0,2018-04-23,137.23
1,2018-04-20,136.84
2,2018-04-19,136.59
3,2018-04-18,136.47
4,2018-04-17,137.34
5,2018-04-16,137.55
6,2018-04-13,136.29
7,2018-04-12,137.29
8,2018-04-11,136.59
9,2018-04-10,137.86
10,2018-04-09,137.23
11,2018-04-06,137.25
12,2018-04-05,139.29
13,2018-04-04,138.63
14,2018-04-03,136.99
15,2018-04-02,134.84
16,2018-03-29,138.86
17,2018-03-28,138.79
18,2018-03-27,136.75
19,2018-03-26,138.22
20,2018-03-23,134.9
21,2018-03-22,138.15
22,2018-03-21,141.1
23,2018-03-20,141.48
24,2018-03-19,140.02
25,2018-03-16,141.32
26,2018-03-15,140.47
27,2018-03-14,139.52
28,2018-03-13,140.69
29,2018-03-12,141.49
30,2018-03-09,142.3
31,2018-03-08,139.67
32,2018-03-07,138.1677
33,2018-03-06,140.6649
34,2018-03-05,138.8642
35,2018-03-02,137.1729
36,2018-03-01,138.2573
37,2018-02-28,138.2871
38,2018-02-27,140.8141
39,2018-02-26,141.8488
40,2018-02-23,139.0233
41,2018-02-22,136.9341
42,2018-02-21,137.8295
43,2018-02-20,138.3568
44,2018-02-16,140.4361
45,2018-02-15,140.1575
46,2018-02-14,139.8789
47,2018-02-13,137.8693
48,2018-02-12,137.4315
49,2018-02-09,136.377
50,2018-02-08,134.3176
51,2018-02-07,141.411
52,2018-02-06,140.1276
53,2018-02-05,140.7942
54,2018-02-02,147.1912
55,2018-02-01,149.2307
56,2018-01-31,149.1511
57,2018-01-30,147.9573
58,2018-01-29,148.196
59,2018-01-26,148.6537
60,2018-01-25,147.7086
61,2018-01-24,146.8629
62,2018-01-23,145.5099
63,2018-01-22,138.6353
64,2018-01-19,137.143
65,2018-01-18,136.6356
66,2018-01-17,136.1581
67,2018-01-16,134.825
68,2018-01-12,134.039
69,2018-01-11,131.6613
70,2018-01-10,131.4325
71,2018-01-09,131.7906
72,2018-01-08,130.7758
73,2018-01-05,131.4822
74,2018-01-04,131.721
75,2018-01-03,131.721
76,2018-01-02,131.3031
77,2017-12-29,134.9444
78,2017-12-28,134.9643
79,2017-12-27,134.0788
80,2017-12-26,134.0888
81,2017-12-22,133.7008
82,2017-12-21,133.7505
83,2017-12-20,134.5663
84,2017-12-19,134.8449
85,2017-12-18,134.5166
86,2017-12-15,134.1982
87,2017-12-14,131.9001
88,2017-12-13,132.875
89,2017-12-12,133.661
90,2017-12-11,132.4771
91,2017-12-08,133.0641
92,2017-12-07,132.8068
93,2017-12-06,133.9447
94,2017-12-05,133.9052
95,2017-12-04,134.9343
96,2017-12-01,134.7859
97,2017-11-30,134.1526
98,2017-11-29,133.1234
99,2017-11-28,131.6193
100,2017-11-27,129.1158
101,2017-11-24,128.4726
102,2017-11-22,128.6507
103,2017-11-21,129.2642
104,2017-11-20,128.4132
105,2017-11-17,128.5616
106,2017-11-16,129.4423
107,2017-11-15,132.312
108,2017-11-14,132.4604
109,2017-11-13,131.9261
110,2017-11-10,134.1229
111,2017-11-09,133.1234
112,2017-11-08,132.124
113,2017-11-07,132.3219
114,2017-11-06,132.0448
115,2017-11-03,131.9261
116,2017-11-02,133.2818
117,2017-11-01,132.0745
118,2017-10-31,131.0652
119,2017-10-30,131.2334
120,2017-10-27,129.6897
121,2017-10-26,130.5605
122,2017-10-25,130.417
123,2017-10-24,131.7974
124,2017-10-23,133.0443
125,2017-10-20,131.9261
126,2017-10-19,131.7776
127,2017-10-18,128.6606
128,2017-10-17,127.3049
129,2017-10-16,127.4731
130,2017-10-13,125.3456
131,2017-10-12,124.6331
132,2017-10-11,124.2967
133,2017-10-10,124.6232
134,2017-10-09,123.6436
135,2017-10-06,123.7623
136,2017-10-05,123.1389
137,2017-10-04,122.6046
138,2017-10-03,122.4067
139,2017-10-02,122.0306
140,2017-09-29,121.239
141,2017-09-28,121.5161
