,timestamp,adjusted_close
0,2018-07-02,56.18
1,2018-06-29,56.12
2,2018-06-28,55.9
3,2018-06-27,55.17
4,2018-06-26,56.45
5,2018-06-25,57.05
6,2018-06-22,58.5
7,2018-06-21,58.75
8,2018-06-20,58.79
9,2018-06-19,58.7
10,2018-06-18,59.2
11,2018-06-15,59.86
12,2018-06-14,59.46
13,2018-06-13,59.22
14,2018-06-12,59.79
15,2018-06-11,59.93
16,2018-06-08,60.26
17,2018-06-07,60.64
18,2018-06-06,59.84
19,2018-06-05,58.98
20,2018-06-04,58.71
21,2018-06-01,58.61
22,2018-05-31,58.12
23,2018-05-30,58.39
24,2018-05-29,58.23
25,2018-05-25,59.3283
26,2018-05-24,58.4576
27,2018-05-23,58.2003
28,2018-05-22,56.7854
29,2018-05-21,57.102
30,2018-05-18,56.9041
31,2018-05-17,56.35
32,2018-05-16,56.1027
33,2018-05-15,55.0538
34,2018-05-14,56.1422
35,2018-05-11,54.6481
36,2018-05-10,54.3909
37,2018-05-09,52.6098
38,2018-05-08,52.3031
39,2018-05-07,52.4515
40,2018-05-04,51.937
41,2018-05-03,49.78
42,2018-05-02,49.7305
43,2018-05-01,50.2846
44,2018-04-30,50.4726
45,2018-04-27,50.5715
46,2018-04-26,49.9383
47,2018-04-25,49.2259
48,2018-04-24,49.4139
49,2018-04-23,49.9977
50,2018-04-20,50.8981
51,2018-04-19,52.0162
52,2018-04-18,54.6481
53,2018-04-17,54.7669
54,2018-04-16,54.193
55,2018-04-13,55.1429
56,2018-04-12,54.6185
57,2018-04-11,54.4305
58,2018-04-10,54.193
59,2018-04-09,52.8671
60,2018-04-06,52.5604
61,2018-04-05,54.4601
62,2018-04-04,54.4107
63,2018-04-03,54.2029
64,2018-04-02,53.2431
65,2018-03-29,54.8262
66,2018-03-28,54.1237
67,2018-03-27,54.2622
68,2018-03-26,55.5387
69,2018-03-23,53.0947
70,2018-03-22,54.9945
71,2018-03-21,56.2115
72,2018-03-20,57.6462
73,2018-03-19,57.7551
74,2018-03-16,59.9814
75,2018-03-15,59.259
76,2018-03-14,59.4866
77,2018-03-13,59.071
78,2018-03-12,62.1483
79,2018-03-09,62.366
80,2018-03-08,61.1687
81,2018-03-07,61.8317
82,2018-03-06,61.4853
83,2018-03-05,63.3356
84,2018-03-02,64.0579
85,2018-03-01,64.2756
86,2018-02-28,64.3152
87,2018-02-27,65.6411
88,2018-02-26,65.7098
89,2018-02-23,62.1192
90,2018-02-22,61.0008
91,2018-02-21,62.1977
92,2018-02-20,62.7765
93,2018-02-16,63.6202
94,2018-02-15,64.042
95,2018-02-14,65.3272
96,2018-02-13,64.454
97,2018-02-12,64.4148
98,2018-02-09,62.7765
99,2018-02-08,61.2362
100,2018-02-07,63.8066
101,2018-02-06,63.1787
102,2018-02-05,60.5593
103,2018-02-02,64.817
104,2018-02-01,65.5332
105,2018-01-31,66.9557
106,2018-01-30,65.7196
107,2018-01-29,66.0433
108,2018-01-26,67.2304
109,2018-01-25,66.1414
110,2018-01-24,66.6908
111,2018-01-23,67.044
112,2018-01-22,67.3677
113,2018-01-19,66.7497
114,2018-01-18,66.7595
115,2018-01-17,66.73
116,2018-01-16,66.9557
117,2018-01-12,64.1401
118,2018-01-11,64.1892
119,2018-01-10,64.0224
120,2018-01-09,64.0322
121,2018-01-08,65.0132
122,2018-01-05,65.2094
123,2018-01-04,64.7778
124,2018-01-03,64.6895
125,2018-01-02,63.9635
126,2017-12-29,62.8059
127,2017-12-28,63.1591
128,2017-12-27,63.316
129,2017-12-26,63.0806
130,2017-12-22,63.5024
131,2017-12-21,63.1689
132,2017-12-20,63.3749
133,2017-12-19,63.2768
134,2017-12-18,64.1401
135,2017-12-15,63.5319
136,2017-12-14,63.473
137,2017-12-13,63.6692
138,2017-12-12,63.63
139,2017-12-11,63.9439
140,2017-12-08,63.0217
141,2017-12-07,63.993
142,2017-12-06,63.7477
143,2017-12-05,63.4632
144,2017-12-04,63.3357
145,2017-12-01,64.248
146,2017-11-30,65.0819
147,2017-11-29,65.2585
148,2017-11-28,67.0832
149,2017-11-27,66.2951
150,2017-11-24,67.0443
151,2017-11-22,66.2854
152,2017-11-21,64.8649
153,2017-11-20,64.6704
154,2017-11-17,64.9136
155,2017-11-16,64.3201
156,2017-11-15,63.8336
157,2017-11-14,64.2131
158,2017-11-13,64.6898
159,2017-11-10,62.8218
160,2017-11-09,62.851
161,2017-11-08,63.7169
162,2017-11-07,62.3645
163,2017-11-06,60.8273
164,2017-11-03,60.1365
165,2017-11-02,53.3552
166,2017-11-01,52.0126
167,2017-10-31,49.6289
168,2017-10-30,53.1801
169,2017-10-27,53.0925
170,2017-10-26,52.3434
171,2017-10-25,52.3823
172,2017-10-24,52.7812
173,2017-10-23,51.9445
174,2017-10-20,50.6116
175,2017-10-19,50.8743
176,2017-10-18,50.7964
177,2017-10-17,50.991
178,2017-10-16,50.9618
179,2017-10-13,51.3899
180,2017-10-12,51.5651
181,2017-10-11,52.6547
182,2017-10-10,52.4115
183,2017-10-09,51.4483
184,2017-10-06,51.0689
185,2017-10-05,50.9326
186,2017-10-04,50.5532
187,2017-10-03,50.6116
188,2017-10-02,50.4754
189,2017-09-29,50.4365
190,2017-09-28,50.3489
191,2017-09-27,50.1543
192,2017-09-26,49.7457
193,2017-09-25,50.2224
194,2017-09-22,50.6797
195,2017-09-21,50.6213
196,2017-09-20,50.5727
197,2017-09-19,50.884
198,2017-09-18,50.8354
199,2017-09-15,50.777
200,2017-09-14,50.0862
201,2017-09-13,49.6289
202,2017-09-12,49.5219
203,2017-09-11,49.2008
204,2017-09-08,48.296
205,2017-09-07,49.016
206,2017-09-06,49.0841
207,2017-09-05,48.6755
208,2017-09-01,50.6408
209,2017-08-31,50.8548
210,2017-08-30,50.7089
211,2017-08-29,50.4073
212,2017-08-28,50.4073
213,2017-08-25,50.0705
214,2017-08-24,50.5131
215,2017-08-23,50.2629
216,2017-08-22,50.3784
217,2017-08-21,50.0223
218,2017-08-18,49.9646
219,2017-08-17,50.3014
220,2017-08-16,51.3022
221,2017-08-15,51.8412
222,2017-08-14,51.5332
223,2017-08-11,50.7345
224,2017-08-10,50.3688
225,2017-08-09,50.7826
226,2017-08-08,50.3207
227,2017-08-07,50.7152
228,2017-08-04,50.6382
229,2017-08-03,50.9558
230,2017-08-02,51.1675
231,2017-08-01,50.7152
232,2017-07-31,51.1868
233,2017-07-28,50.8884
234,2017-07-27,50.5131
235,2017-07-26,51.1386
236,2017-07-25,51.2638
237,2017-07-24,51.2156
238,2017-07-21,51.8123
239,2017-07-20,51.9374
240,2017-07-19,54.6416
241,2017-07-18,54.17
242,2017-07-17,54.3336
243,2017-07-14,54.6704
244,2017-07-13,54.1123
245,2017-07-12,54.0834
246,2017-07-11,53.2462
247,2017-07-10,53.5445
248,2017-07-07,53.2654
249,2017-07-06,52.7265
250,2017-07-05,53.3616
251,2017-07-03,52.8805
252,2017-06-30,53.1403
253,2017-06-29,53.0056
254,2017-06-28,54.0449
255,2017-06-27,53.3424
256,2017-06-26,54.4298
257,2017-06-23,54.7667
258,2017-06-22,54.3432
259,2017-06-21,54.2085
260,2017-06-20,54.6512
261,2017-06-19,55.4403
262,2017-06-16,54.6801
263,2017-06-15,54.7859
264,2017-06-14,54.8629
265,2017-06-13,55.3729
266,2017-06-12,55.3248
267,2017-06-09,54.9014
268,2017-06-08,55.9311
269,2017-06-07,55.3633
270,2017-06-06,56.0081
271,2017-06-05,56.6432
272,2017-06-02,56.3738
273,2017-06-01,56.4123
274,2017-05-31,55.1131
275,2017-05-30,55.1805
276,2017-05-26,55.3537
277,2017-05-25,55.6967
278,2017-05-24,55.8778
279,2017-05-23,56.4305
280,2017-05-22,56.4876
281,2017-05-19,54.9535
282,2017-05-18,53.4765
283,2017-05-17,52.7523
284,2017-05-16,53.3145
285,2017-05-15,52.7904
286,2017-05-12,52.7142
287,2017-05-11,52.1043
288,2017-05-10,52.7237
289,2017-05-09,52.5522
290,2017-05-08,52.0471
291,2017-05-05,52.3425
292,2017-05-04,52.3235
293,2017-05-03,51.9233
294,2017-05-02,50.7798
295,2017-05-01,51.0752
296,2017-04-28,51.2086
297,2017-04-27,50.7036
298,2017-04-26,50.5416
299,2017-04-25,50.5035
300,2017-04-24,50.3224
301,2017-04-21,50.027
302,2017-04-20,50.1795
303,2017-04-19,50.1318
304,2017-04-18,50.189
305,2017-04-17,50.3986
306,2017-04-13,50.3033
307,2017-04-12,50.8751
308,2017-04-11,52.7428
309,2017-04-10,53.8576
310,2017-04-07,53.6671
311,2017-04-06,53.8672
312,2017-04-05,53.81
313,2017-04-04,54.0101
314,2017-04-03,53.8386
315,2017-03-31,54.639
316,2017-03-30,54.5056
317,2017-03-29,54.6581
318,2017-03-28,54.6771
319,2017-03-27,53.991
320,2017-03-24,54.2388
321,2017-03-23,54.134
322,2017-03-22,54.3531
323,2017-03-21,54.1245
324,2017-03-20,55.0869
325,2017-03-17,54.8391
326,2017-03-16,55.6014
327,2017-03-15,55.7634
328,2017-03-14,55.4776
329,2017-03-13,55.7063
330,2017-03-10,55.8778
331,2017-03-09,55.2393
332,2017-03-08,55.0488
333,2017-03-07,54.0578
334,2017-03-06,53.7909
335,2017-03-03,53.7814
336,2017-03-02,53.7147
337,2017-03-01,54.3246
338,2017-02-28,53.8195
339,2017-02-27,54.0578
340,2017-02-24,54.02
341,2017-02-23,53.9445
342,2017-02-22,53.9067
343,2017-02-21,53.5763
344,2017-02-17,53.3025
345,2017-02-16,53.699
346,2017-02-15,53.3308
347,2017-02-14,52.3773
348,2017-02-13,51.8581
349,2017-02-10,50.9801
350,2017-02-09,49.9227
351,2017-02-08,49.9321
352,2017-02-07,50.2909
353,2017-02-06,49.9227
354,2017-02-03,50.0171
355,2017-02-02,49.715
356,2017-02-01,50.1776
357,2017-01-31,50.4419
358,2017-01-30,50.6119
359,2017-01-27,51.2066
360,2017-01-26,51.0273
361,2017-01-25,53.7179
362,2017-01-24,51.9241
363,2017-01-23,51.8109
364,2017-01-20,59.3635
365,2017-01-19,60.8362
366,2017-01-18,61.4876
367,2017-01-17,60.6002
368,2017-01-13,63.1398
369,2017-01-12,62.4223
370,2017-01-11,62.4034
371,2017-01-10,61.9597
372,2017-01-09,61.9785
373,2017-01-06,61.8653
374,2017-01-05,61.8841
375,2017-01-04,61.8086
376,2017-01-03,61.7425
377,2016-12-30,61.5537
378,2016-12-29,62.3467
379,2016-12-28,62.0729
380,2016-12-27,63.4891
381,2016-12-23,63.1209
382,2016-12-22,63.0265
383,2016-12-21,63.4041
384,2016-12-20,63.1681
385,2016-12-19,63.2719
386,2016-12-16,62.7432
387,2016-12-15,64.2254
388,2016-12-14,63.7817
389,2016-12-13,65.4622
390,2016-12-12,64.6408
391,2016-12-09,64.688
392,2016-12-08,64.7164
393,2016-12-07,64.5181
394,2016-12-06,63.6779
395,2016-12-05,62.6488
396,2016-12-02,62.1579
397,2016-12-01,60.5719
398,2016-11-30,64.3198
399,2016-11-29,63.0359
400,2016-11-28,63.3475
401,2016-11-25,63.9657
402,2016-11-23,63.8158
403,2016-11-22,63.9844
404,2016-11-21,62.851
405,2016-11-18,63.0477
406,2016-11-17,62.4482
407,2016-11-16,62.1017
408,2016-11-15,62.5419
409,2016-11-14,61.7551
410,2016-11-11,62.6449
411,2016-11-10,62.111
412,2016-11-09,63.5816
413,2016-11-08,63.9469
414,2016-11-07,64.1249
415,2016-11-04,62.5044
416,2016-11-03,62.7105
417,2016-11-02,62.8416
418,2016-11-01,64.0125
419,2016-10-31,64.3684
420,2016-10-28,64.0687
421,2016-10-27,65.6517
422,2016-10-26,63.8814
423,2016-10-25,63.4224
424,2016-10-24,63.7502
425,2016-10-21,63.6285
426,2016-10-20,63.0758
427,2016-10-19,61.624
428,2016-10-18,61.9143
429,2016-10-17,61.062
430,2016-10-14,61.5397
431,2016-10-13,61.5397
432,2016-10-12,61.8769
433,2016-10-11,61.905
434,2016-10-10,62.9915
435,2016-10-07,63.872
436,2016-10-06,63.2632
437,2016-10-05,62.6075
438,2016-10-04,62.4576
439,2016-10-03,62.8604
440,2016-09-30,64.1624
441,2016-09-29,63.1788
442,2016-09-28,59.4321
443,2016-09-27,59.301
444,2016-09-26,58.3643
445,2016-09-23,58.7765
446,2016-09-22,59.4977
447,2016-09-21,59.5445
448,2016-09-20,58.7296
449,2016-09-19,58.8795
450,2016-09-16,59.0013
451,2016-09-15,58.5798
452,2016-09-14,57.6899
453,2016-09-13,57.4089
454,2016-09-12,58.3081
455,2016-09-09,56.6877
456,2016-09-08,58.7203
457,2016-09-07,58.4767
458,2016-09-06,59.0949
459,2016-09-02,59.3385
460,2016-09-01,59.4509
461,2016-08-31,59.0762
462,2016-08-30,58.9544
463,2016-08-29,58.9919
464,2016-08-26,58.4903
465,2016-08-25,58.1838
466,2016-08-24,58.1559
467,2016-08-23,58.6018
468,2016-08-22,58.3603
469,2016-08-19,58.2953
470,2016-08-18,58.5553
471,2016-08-17,57.8494
472,2016-08-16,57.6543
473,2016-08-15,57.9887
474,2016-08-12,57.32
475,2016-08-11,57.3478
476,2016-08-10,57.32
477,2016-08-09,57.58
478,2016-08-08,57.1992
479,2016-08-05,57.5893
480,2016-08-04,56.6419
481,2016-08-03,56.6698
482,2016-08-02,56.2889
483,2016-08-01,57.45
484,2016-07-29,58.1281
485,2016-07-28,57.9887
486,2016-07-27,58.063
487,2016-07-26,56.9856
488,2016-07-25,56.4097
489,2016-07-22,56.7998
490,2016-07-21,55.6666
491,2016-07-20,51.849
492,2016-07-19,51.2173
493,2016-07-18,51.4124
494,2016-07-15,50.8551
495,2016-07-14,50.9758
496,2016-07-13,50.9294
497,2016-07-12,50.7343
498,2016-07-11,50.2653
499,2016-07-08,50.3349
500,2016-07-07,49.1646
501,2016-07-06,48.6444
502,2016-07-05,48.245
503,2016-07-01,49.2296
504,2016-06-30,49.759
505,2016-06-29,49.7405
506,2016-06-28,48.7744
507,2016-06-27,47.5019
508,2016-06-24,48.4122
509,2016-06-23,51.5982
510,2016-06-22,50.1956
511,2016-06-21,50.047
512,2016-06-20,50.0563
513,2016-06-17,49.7405
514,2016-06-16,49.6197
515,2016-06-15,49.4897
516,2016-06-14,48.9509
517,2016-06-13,49.0717
518,2016-06-10,50.0005
519,2016-06-09,51.0687
520,2016-06-08,51.0316
521,2016-06-07,50.9387
522,2016-06-06,50.9851
523,2016-06-03,51.0316
524,2016-06-02,50.9758
525,2016-06-01,50.8922
526,2016-05-31,51.013
527,2016-05-27,51.3381
528,2016-05-26,51.2829
529,2016-05-25,51.5037
530,2016-05-24,51.1449
531,2016-05-23,49.8476
532,2016-05-20,50.1604
533,2016-05-19,48.5412
534,2016-05-18,48.5688
535,2016-05-17,47.8328
536,2016-05-16,47.7592
537,2016-05-13,47.2163
538,2016-05-12,47.3911
539,2016-05-11,47.98
540,2016-05-10,47.98
541,2016-05-09,47.1059
542,2016-05-06,46.8483
543,2016-05-05,47.0415
544,2016-05-04,46.4527
545,2016-05-03,46.6735
546,2016-05-02,47.0231
547,2016-04-29,46.4803
548,2016-04-28,47.9616
