Pos,Neg,DaysOld,Mag1,Mag2,Mag3,Mag4,Mag5,Mag6,Mag7,Reg1,Reg2,Reg3,Reg4,dayoftheweek
13,3,0,0.0044736700264108907,-0.010723006688608035,0.0072424602745649299,-0.026434019433705852,-0.025568627450980323,-0.077471412306321361,-0.078383858365065992,-1.4299999999999997,-2.515487804878048,-1.4407142857142847,-1.2554198895027622,0
15,15,10,0.0044736700264108907,-0.010723006688608035,0.0072424602745649299,-0.026434019433705852,-0.025568627450980323,-0.077471412306321361,-0.078383858365065992,-1.4299999999999997,-2.515487804878048,-1.4407142857142847,-1.2554198895027622,0
9,9,11,0.0044736700264108907,-0.010723006688608035,0.0072424602745649299,-0.026434019433705852,-0.025568627450980323,-0.077471412306321361,-0.078383858365065992,-1.4299999999999997,-2.515487804878048,-1.4407142857142847,-1.2554198895027622,0
1,2,7,0.0044736700264108907,-0.010723006688608035,0.0072424602745649299,-0.026434019433705852,-0.025568627450980323,-0.077471412306321361,-0.078383858365065992,-1.4299999999999997,-2.515487804878048,-1.4407142857142847,-1.2554198895027622,0
21,6,26,0.0044736700264108907,-0.010723006688608035,0.0072424602745649299,-0.026434019433705852,-0.025568627450980323,-0.077471412306321361,-0.078383858365065992,-1.4299999999999997,-2.515487804878048,-1.4407142857142847,-1.2554198895027622,0
21,14,14,0.0044736700264108907,-0.010723006688608035,0.0072424602745649299,-0.026434019433705852,-0.025568627450980323,-0.077471412306321361,-0.078383858365065992,-1.4299999999999997,-2.515487804878048,-1.4407142857142847,-1.2554198895027622,0
17,14,6,0.0044736700264108907,-0.010723006688608035,0.0072424602745649299,-0.026434019433705852,-0.025568627450980323,-0.077471412306321361,-0.078383858365065992,-1.4299999999999997,-2.515487804878048,-1.4407142857142847,-1.2554198895027622,0
3,2,18,0.0044736700264108907,-0.010723006688608035,0.0072424602745649299,-0.026434019433705852,-0.025568627450980323,-0.077471412306321361,-0.078383858365065992,-1.4299999999999997,-2.515487804878048,-1.4407142857142847,-1.2554198895027622,0
44,44,4,0.0044736700264108907,-0.010723006688608035,0.0072424602745649299,-0.026434019433705852,-0.025568627450980323,-0.077471412306321361,-0.078383858365065992,-1.4299999999999997,-2.515487804878048,-1.4407142857142847,-1.2554198895027622,0
20,8,13,0.0044736700264108907,-0.010723006688608035,0.0072424602745649299,-0.026434019433705852,-0.025568627450980323,-0.077471412306321361,-0.078383858365065992,-1.4299999999999997,-2.515487804878048,-1.4407142857142847,-1.2554198895027622,0
3,0,0,0.0044736700264108907,-0.010723006688608035,0.0072424602745649299,-0.026434019433705852,-0.025568627450980323,-0.077471412306321361,-0.078383858365065992,-1.4299999999999997,-2.515487804878048,-1.4407142857142847,-1.2554198895027622,0
27,8,25,0.0044736700264108907,-0.010723006688608035,0.0072424602745649299,-0.026434019433705852,-0.025568627450980323,-0.077471412306321361,-0.078383858365065992,-1.4299999999999997,-2.515487804878048,-1.4407142857142847,-1.2554198895027622,0
