Pos,Neg,DaysOld,Mag1,Mag2,Mag3,Mag4,Mag5,Mag6,Mag7,Reg1,Reg2,Reg3,Reg4,dayoftheweek
14,6,14,0.0011961722488038023,0.013163867453472391,0.018712916476494593,0.011480362537764213,-0.0081469411938973682,-0.0014912019087385702,-0.0043122676579926585,-0.15750000000000242,-0.010536585365854058,0.01285714285714233,0.049218232044198368,1
15,9,27,0.0011961722488038023,0.013163867453472391,0.018712916476494593,0.011480362537764213,-0.0081469411938973682,-0.0014912019087385702,-0.0043122676579926585,-0.15750000000000242,-0.010536585365854058,0.01285714285714233,0.049218232044198368,1
31,9,1,0.0011961722488038023,0.013163867453472391,0.018712916476494593,0.011480362537764213,-0.0081469411938973682,-0.0014912019087385702,-0.0043122676579926585,-0.15750000000000242,-0.010536585365854058,0.01285714285714233,0.049218232044198368,1
11,3,21,0.0011961722488038023,0.013163867453472391,0.018712916476494593,0.011480362537764213,-0.0081469411938973682,-0.0014912019087385702,-0.0043122676579926585,-0.15750000000000242,-0.010536585365854058,0.01285714285714233,0.049218232044198368,1
12,4,0,0.0011961722488038023,0.013163867453472391,0.018712916476494593,0.011480362537764213,-0.0081469411938973682,-0.0014912019087385702,-0.0043122676579926585,-0.15750000000000242,-0.010536585365854058,0.01285714285714233,0.049218232044198368,1
10,7,4,0.0011961722488038023,0.013163867453472391,0.018712916476494593,0.011480362537764213,-0.0081469411938973682,-0.0014912019087385702,-0.0043122676579926585,-0.15750000000000242,-0.010536585365854058,0.01285714285714233,0.049218232044198368,1
19,6,13,0.0011961722488038023,0.013163867453472391,0.018712916476494593,0.011480362537764213,-0.0081469411938973682,-0.0014912019087385702,-0.0043122676579926585,-0.15750000000000242,-0.010536585365854058,0.01285714285714233,0.049218232044198368,1
3,4,15,0.0011961722488038023,0.013163867453472391,0.018712916476494593,0.011480362537764213,-0.0081469411938973682,-0.0014912019087385702,-0.0043122676579926585,-0.15750000000000242,-0.010536585365854058,0.01285714285714233,0.049218232044198368,1
8,6,28,0.0011961722488038023,0.013163867453472391,0.018712916476494593,0.011480362537764213,-0.0081469411938973682,-0.0014912019087385702,-0.0043122676579926585,-0.15750000000000242,-0.010536585365854058,0.01285714285714233,0.049218232044198368,1
43,20,1,0.0011961722488038023,0.013163867453472391,0.018712916476494593,0.011480362537764213,-0.0081469411938973682,-0.0014912019087385702,-0.0043122676579926585,-0.15750000000000242,-0.010536585365854058,0.01285714285714233,0.049218232044198368,1
10,10,52,0.0011961722488038023,0.013163867453472391,0.018712916476494593,0.011480362537764213,-0.0081469411938973682,-0.0014912019087385702,-0.0043122676579926585,-0.15750000000000242,-0.010536585365854058,0.01285714285714233,0.049218232044198368,1
