Pos,Neg,DaysOld,Mag1,Mag2,Mag3,Mag4,Mag5,Mag6,Mag7,Reg1,Reg2,Reg3,Reg4,dayoftheweek
3,4,0,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
0,4,0,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
2,1,4,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
1,4,0,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
0,0,0,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
2,3,5,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
7,7,4,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
0,3,3,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
1,5,2,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
1,1,0,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
2,1,3,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
2,1,28,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
2,3,0,0.015866388308976995,0.0047491224447655765,0.00082270670505962872,-0.0038894575230297816,0.0055796652200867129,0.020981955518254304,0.019271051529115932,-0.1225000000000005,0.092292682926828892,0.094692857142856982,0.11104977900552465,0
