Pos,Neg,DaysOld,Mag1,Mag2,Mag3,Mag4,Mag5,Mag6,Mag7,Reg1,Reg2,Reg3,Reg4,dayoftheweek
35,25,1,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
9,24,4,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
0,0,18,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
17,19,0,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
0,0,3,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
3,0,0,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
8,17,21,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
5,13,13,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
16,18,3,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
29,29,0,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
8,11,3,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
7,10,3,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
14,10,3,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
29,27,0,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
0,0,28,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
14,13,26,0.012195674842453633,-0.00071614000537103476,0.013988554818784558,0.0075819117248848199,0.0077638349733682357,-0.012211308733740461,-0.016389109172614325,-0.24249999999999972,-1.1583414634146338,-0.96571428571428641,-0.50758011049723717,0
