Pos,Neg,DaysOld,Mag1,Mag2,Mag3,Mag4,Mag5,Mag6,Mag7,Reg1,Reg2,Reg3,Reg4,dayoftheweek
1,0,0,0.0030874228144296021,-0.0031489705288655677,-0.010737179487179515,-0.0085923070746005571,-0.002826912204183899,0.0061119713144812977,0.0017038539553752027,-0.18250000000000099,0.076926829268292946,-0.028571428571428976,0.032972375690607521,0
4,0,0,0.0030874228144296021,-0.0031489705288655677,-0.010737179487179515,-0.0085923070746005571,-0.002826912204183899,0.0061119713144812977,0.0017038539553752027,-0.18250000000000099,0.076926829268292946,-0.028571428571428976,0.032972375690607521,0
0,1,5,0.0030874228144296021,-0.0031489705288655677,-0.010737179487179515,-0.0085923070746005571,-0.002826912204183899,0.0061119713144812977,0.0017038539553752027,-0.18250000000000099,0.076926829268292946,-0.028571428571428976,0.032972375690607521,0
0,2,3,0.0030874228144296021,-0.0031489705288655677,-0.010737179487179515,-0.0085923070746005571,-0.002826912204183899,0.0061119713144812977,0.0017038539553752027,-0.18250000000000099,0.076926829268292946,-0.028571428571428976,0.032972375690607521,0
0,0,0,0.0030874228144296021,-0.0031489705288655677,-0.010737179487179515,-0.0085923070746005571,-0.002826912204183899,0.0061119713144812977,0.0017038539553752027,-0.18250000000000099,0.076926829268292946,-0.028571428571428976,0.032972375690607521,0
0,2,7,0.0030874228144296021,-0.0031489705288655677,-0.010737179487179515,-0.0085923070746005571,-0.002826912204183899,0.0061119713144812977,0.0017038539553752027,-0.18250000000000099,0.076926829268292946,-0.028571428571428976,0.032972375690607521,0
0,1,6,0.0030874228144296021,-0.0031489705288655677,-0.010737179487179515,-0.0085923070746005571,-0.002826912204183899,0.0061119713144812977,0.0017038539553752027,-0.18250000000000099,0.076926829268292946,-0.028571428571428976,0.032972375690607521,0
2,2,28,0.0030874228144296021,-0.0031489705288655677,-0.010737179487179515,-0.0085923070746005571,-0.002826912204183899,0.0061119713144812977,0.0017038539553752027,-0.18250000000000099,0.076926829268292946,-0.028571428571428976,0.032972375690607521,0
3,3,0,0.0030874228144296021,-0.0031489705288655677,-0.010737179487179515,-0.0085923070746005571,-0.002826912204183899,0.0061119713144812977,0.0017038539553752027,-0.18250000000000099,0.076926829268292946,-0.028571428571428976,0.032972375690607521,0
2,1,21,0.0030874228144296021,-0.0031489705288655677,-0.010737179487179515,-0.0085923070746005571,-0.002826912204183899,0.0061119713144812977,0.0017038539553752027,-0.18250000000000099,0.076926829268292946,-0.028571428571428976,0.032972375690607521,0
1,5,2,0.0030874228144296021,-0.0031489705288655677,-0.010737179487179515,-0.0085923070746005571,-0.002826912204183899,0.0061119713144812977,0.0017038539553752027,-0.18250000000000099,0.076926829268292946,-0.028571428571428976,0.032972375690607521,0
